state,shot_index,I1_mean,Q1_mean,I2_mean,Q2_mean,I1_std,Q1_std,I2_std,Q2_std
vacuum,149,6.0748484e-05,0.0007098947,-0.0007126706,-7.040045e-05,0.02443267,0.023964057,0.028714625,0.028713623
vacuum,150,0.00095232076,-0.00038509263,-0.0008174491,-0.00012239652,0.02284902,0.024064606,0.028785812,0.02780523
vacuum,151,9.947113e-05,0.0011767615,-0.0012144777,-0.0005269897,0.023791973,0.023131693,0.028609034,0.027845116
vacuum,152,-0.0010207514,-0.00051333534,-0.0020365408,0.0012493263,0.024152856,0.023606932,0.0295131,0.02781796
vacuum,153,-0.000109866465,0.00088907423,-0.00074257166,-0.0006259678,0.023307757,0.024432799,0.02902415,0.027889084
vacuum,154,0.00016759745,-0.0006050592,0.0009744237,-0.0010148941,0.024411114,0.02474109,0.028245443,0.028502794
vacuum,155,5.3471857e-05,0.00015455807,0.00028372154,-0.00025820057,0.023471214,0.023901168,0.028927075,0.029925473
vacuum,156,-0.0008034012,0.0001962603,-4.4522632e-05,0.00044613506,0.02458727,0.023512494,0.02883049,0.027971148
vacuum,157,-0.0011973951,0.0008907381,0.0008270542,0.00023488415,0.023440048,0.023550592,0.027727867,0.02876464
vacuum,158,0.0008204704,0.00035075104,-0.0004324816,0.001448503,0.023297029,0.023666376,0.029373717,0.028911447
vacuum,159,-0.00015463354,-0.00045703285,-0.0006156127,3.4505938e-05,0.024400633,0.023226023,0.028561948,0.028692968
vacuum,160,-0.00060553907,-0.0011038572,0.00032382004,0.0011655642,0.023547161,0.023600291,0.028739857,0.029195234
vacuum,161,-0.00013042736,-2.977834e-05,0.000574366,-0.002398633,0.024077397,0.023721945,0.028098889,0.027630761
vacuum,162,0.00056740904,-0.00029634556,-0.00087860064,-0.0001626772,0.024141368,0.023616893,0.02857805,0.029150538
vacuum,163,0.0001936343,-0.0004230768,-0.0012105922,0.000116268115,0.023689298,0.024303833,0.029023591,0.028755412
vacuum,164,-0.0009378683,0.0011039326,0.000639053,0.00012466984,0.024513401,0.022962354,0.029139575,0.028135508
vacuum,165,7.238984e-05,0.000255801,6.547471e-05,0.00143151,0.023708902,0.023362134,0.028473223,0.028121337
