state,time_s,I1_mean,Q1_mean,I2_mean,Q2_mean
vacuum,9.74e-07,0.00021947242,0.00014390997,0.00012195687,-0.0005362227
vacuum,9.76e-07,0.00047701172,-0.0001974744,-9.7691045e-05,-0.00034596233
vacuum,9.78e-07,0.00042598048,-0.00012676584,-0.0009622696,0.00021101639
vacuum,9.8e-07,0.00013941641,-0.0003676669,-0.00045961075,-0.00026548194
vacuum,9.82e-07,-3.3677083e-05,0.00063329923,-0.0007536018,0.00016024784
vacuum,9.84e-07,-0.00043502112,6.796633e-05,0.0006005713,-6.518542e-05
vacuum,9.86e-07,0.00034393324,0.00034570834,-0.0005270278,2.910661e-05
vacuum,9.88e-07,-0.00035001937,-0.0002801396,-0.0010001259,-0.0001284396
vacuum,9.9e-07,0.00030620763,0.00032498085,0.0006714993,0.0003915469
vacuum,9.92e-07,0.00071566016,-0.0008971338,0.0007593589,-0.0012735934
vacuum,9.94e-07,5.4052467e-05,0.0003441381,0.0016357754,-3.2485661e-06
vacuum,9.96e-07,-0.00025238536,0.00042301443,0.0007242366,0.00071878405
vacuum,9.98e-07,0.00016204255,5.3191692e-05,9.211266e-05,0.0004177979
vacuum,1e-06,0.00032785872,0.001071414,0.000418089,0.00010134884
vacuum,1.002e-06,-0.00013732554,-0.00039220243,5.7666188e-05,0.00027966397
vacuum,1.004e-06,-0.00041606813,-0.00048505925,-8.4993015e-05,0.00090085634
vacuum,1.006e-06,-0.00030384515,0.00010919969,-9.330534e-05,-0.0008147748
vacuum,1.008e-06,-0.00072017044,-0.000782324,-0.00088563166,-0.0001791515
vacuum,1.01e-06,-0.00026147263,-0.00089799176,0.00020530155,-0.00022414142
vacuum,1.012e-06,0.00039926273,-0.00033060185,-0.00067276554,0.0012672947
vacuum,1.014e-06,-3.4359796e-06,-0.00020097867,8.7576205e-05,-0.0010795244
vacuum,1.016e-06,0.00024024071,0.0006276458,0.000861367,-0.000108378044
vacuum,1.018e-06,-0.0012041427,0.00082399684,-0.00054281787,-0.00029260604
vacuum,1.02e-06,-0.0005323726,0.00027548216,-0.00024544692,0.0005244857
vacuum,1.022e-06,6.653612e-05,-0.00011229591,0.00042872422,-0.0001385489
vacuum,1.024e-06,0.0010043937,-0.00020622918,0.00030473052,-0.00034825786
vacuum,1.026e-06,-1.27627945e-05,9.858229e-05,-0.00063803385,0.0008633966
vacuum,1.028e-06,0.00037750005,-0.0001294455,-0.00033635725,-0.00034794048
vacuum,1.03e-06,-9.2298695e-05,-0.00043736174,-0.00019089227,-0.00091746944
vacuum,1.032e-06,-0.00028644144,-0.00021407609,0.000120306664,-5.7205696e-05
vacuum,1.034e-06,-0.00029399522,-0.00035913367,-0.0005436781,0.00070383487
vacuum,1.036e-06,-0.00013151704,0.0013091966,0.00040015733,-0.00084688707
vacuum,1.038e-06,-0.001088609,0.00030536306,-0.0008910864,-0.0005195874
vacuum,1.04e-06,0.00010498823,0.000112765585,0.00016061471,0.00049601303
vacuum,1.042e-06,7.205127e-05,-8.378849e-05,-6.437469e-05,-0.00048389702
vacuum,1.044e-06,0.00073241256,-0.00028305355,0.0008561666,-0.00065130583
vacuum,1.046e-06,-0.0001532161,0.00023854813,-0.00075120095,-0.00090219127
vacuum,1.048e-06,-0.000113824855,0.00034040978,-0.0016129162,-0.00011156998
vacuum,1.05e-06,-0.00024395547,0.0007399097,-0.0005988334,-0.00016506342
vacuum,1.052e-06,0.00084958854,-0.00027845817,0.0016730378,0.0013892613
vacuum,1.054e-06,-0.000499187,-0.00014994075,-0.00029884235,-0.00018756007
vacuum,1.056e-06,-0.0006244079,-0.00025468707,-6.527724e-05,2.4302035e-05
vacuum,1.058e-06,0.0004849522,-0.00031925685,-0.00050796947,-0.00036616513
