0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.9003337735237894,-0.8394631202333475,-1.0858938176347595,-1.166983022889909,-1.1292974211065752,-0.7171949823224968,-0.905264362226952,-0.9403864544788776,-1.038130794111005,-0.9693217342440459,-0.967095846352775,-0.9358560886493651,-0.9339426872400796,-0.9844698350814809,-1.00653464037807,-0.9943887647493349,-0.9562815492980243,-0.9543971227848652,-1.0008572719303814,-0.9545824261956217,-1.020056796595087,-1.004848184268206,-1.0608623071290002,-1.181310194962719,-1.370289599588919
-0.7924811106566519,-1.1834180900133018,-0.820729936946919,-0.8877529121770599,-0.4731711684321498,-0.9381672425862391,-1.0829991514898598,-0.8908718936244902,-0.8018626197967034,-0.8628925717146697,-1.0200703078050049,-0.9856745693843426,-1.0001758967047578,-0.9726501259828969,-0.9980347151007036,-1.032384450091444,-1.0283979143293476,-0.9672549577421719,-1.0077008188599634,-1.0028527044748716,-1.0278395156143503,-1.028891587547931,-1.089019089185137,-1.2003907576954853,-1.3913760107602802
-1.0006682189058964,-1.195155713368726,-1.0979630286812392,-0.8560070180320596,-0.9646333463493304,-1.2047977850566896,-0.8980151011043007,-0.872427709298365,-1.0167742811471123,-0.920099591264061,-0.9625660176603104,-0.9606250927621323,-0.9704874347275216,-0.9583724717063906,-1.003532502560208,-1.023122385063378,-0.998426444034433,-0.9815086538067951,-1.038843985563879,-1.000073985706897,-1.0453536776829775,-1.0355426104896555,-1.1082089431416784,-1.1992738996490024,-1.3978318943838064
-0.44565104473360206,-1.2761317976351447,-0.6976542946896458,-0.6019422992283454,-1.2195044032548008,-1.1207474725047026,-1.0575654566043153,-1.088571959387847,-1.002098875582667,-1.0251253562174796,-0.9575742646917361,-0.9393033276538856,-1.019921640043102,-0.9586618261722166,-1.014021975570486,-1.0637075229668143,-1.036344184875286,-1.0120434044582391,-1.0482747973496251,-0.9955124433115139,-1.0665436870877008,-1.0617353761446202,-1.1098207400507305,-1.2186692851992356,-1.4052327155414694
-1.3695074178675672,-0.696161249238698,-1.5099724254990832,-1.2839135232362788,-0.8521781139611575,-0.9634796126161711,-0.9104142122914017,-0.9049460784370253,-0.904023901991629,-1.0310737056439607,-0.9864548436357665,-1.0276167666311777,-0.9881385882804877,-1.0250080312341086,-1.048842004722049,-1.0724961851140526,-1.0092873940779699,-1.0225155241087518,-1.0563581356348966,-1.0328741457814155,-1.0787554249336209,-1.083962713436632,-1.1227233409614397,-1.2322950972588815,-1.4186087224448425
-0.6717291992114296,0.20004776709597705,-0.6044077365368186,-1.1745960625444714,-1.0397437119116113,-0.8757916886052964,-0.9322660571239785,-0.9606081285304544,-1.117629529125163,-1.0567873404465586,-1.0246070904685358,-1.0145756670585555,-0.9414584139305415,-0.9697669384331641,-1.0266596510993644,-1.0836746946465223,-1.0314190878615408,-1.031514865203363,-1.0630991067563769,-1.0481232723694058,-1.0919128542705934,-1.0877841093883813,-1.1427156413742736,-1.2425880422032725,-1.4421917679417564
-1.4891035407918558,-0.9691938781807097,-1.046400985206674,-0.9645684117032693,-0.8848897005362665,-0.7617884909691495,-0.9056483430995843,-1.1328900059457983,-1.144129988441794,-1.0247290734353547,-0.9940455499688896,-1.0999904507101486,-1.03126244520342,-1.0373991889399783,-1.0689340642324419,-1.091732319060426,-1.045450038037867,-1.021080841316189,-1.090156666947625,-1.035666323500052,-1.09406604508697,-1.1016095112083442,-1.1564635303267108,-1.2686180927138055,-1.4423015823739438
-0.7792836057034769,-0.8504853886887954,-1.105902961207468,-1.5077177898606657,-1.2503220796619827,-1.0679526183389396,-0.9987443768234687,-0.9727221684543919,-0.9641028075634179,-1.0987761258823816,-1.1099551661460048,-1.0825024238439211,-0.9811399448401737,-1.0485340209943432,-1.0750909132658686,-1.1053826771656348,-1.060768162851682,-1.0464374623674557,-1.0814283025393212,-1.0660086388440897,-1.1122045397920677,-1.118500619636111,-1.171895532808853,-1.2684614870800255,-1.4641585481751351
-1.0246815189127132,-1.7467589777333734,-1.3939130766519459,-0.8743023411323619,-1.472944649721396,-0.7423503460625385,-1.0170391316688514,-0.9688972280699321,-1.0084171648231612,-1.0539344257690197,-1.0530200431757584,-1.012893142712552,-1.069548827489489,-1.0770629442092559,-1.1418862630733895,-1.128950153150292,-1.0934066093090757,-1.0592179690405694,-1.1063649557384587,-1.098487115019159,-1.1275631768507777,-1.1360332936090718,-1.183901370507369,-1.2889968030031231,-1.4700780384062953
-1.0980100007440727,-0.41277560188782836,-1.1608329849215968,-0.9931631508377388,-1.0002413399608359,-0.6234375017656256,-1.084354637005455,-0.9064003731467652,-0.911139441202402,-1.014392005485119,-1.0732735015016193,-1.0525471591828208,-1.098303191844984,-1.0675403458290658,-1.088682613066906,-1.129908034866758,-1.0976040989402605,-1.0695974577855416,-1.1238652265334874,-1.0951232310992103,-1.1549175833250511,-1.148123922051459,-1.197967966966322,-1.2987041002661746,-1.4816288180234123
-1.309585017307575,-0.6986692904922703,-1.3461986494588776,-1.1580889844477098,-1.3123413601591438,-1.2023626069772417,-1.1670153491681319,-1.1326059505315393,-1.2502031169157966,-1.1488178352134983,-1.1720989740011076,-1.058677101143373,-1.0694391252821638,-1.0800665671478362,-1.1376582583337118,-1.1646454168893845,-1.1292239879364925,-1.097712574034014,-1.1347820750969309,-1.117056384942559,-1.1445429435055174,-1.1499175594077422,-1.1969430347052394,-1.3152333629780733,-1.4965207321921878
-0.5031999796345233,-1.1360103034662843,-0.9827088414775698,-1.0113984185290552,-0.9596547369562568,-1.3321555444797495,-1.0097916801755424,-1.1780884902615818,-1.2007033554616715,-1.0460083198092034,-1.1207568314659169,-1.0114702518601701,-1.1036858202948134,-1.091395279435591,-1.1510900080881237,-1.16140108285686,-1.125720219496209,-1.1162471861852334,-1.1521749445866782,-1.1204919056571374,-1.173428580205502,-1.1852681041910205,-1.23470652394919,-1.3353939900483187,-1.5071273625630675
-1.4667608301358555,-0.25484317355107305,-1.254871044778316,-1.0077990576506228,-1.3487326679042306,-1.1186608252164076,-1.1543890252996916,-1.1319202735633191,-1.2227671785436331,-1.159113951904642,-1.0825817838671707,-1.0766128246767774,-1.05005912817915,-1.0622835843317149,-1.159176128586302,-1.1767379639118376,-1.1439843007006743,-1.125976592459217,-1.1522643323261668,-1.1398972196806514,-1.1789175268727379,-1.1894785643906478,-1.2483407818666699,-1.3462444285941044,-1.5317785061264002
-1.0446048318586827,-0.8997959619827947,-0.9718995830210247,-0.7396141931116919,-1.3020191768918523,-1.140724821010389,-1.2154722302840584,-1.1257988398682612,-1.2439439208481766,-1.1148406367649955,-1.0786029536871127,-1.1026585993809466,-1.144287510347361,-1.108883164333025,-1.1612650008806482,-1.1560656508729652,-1.1590416646710602,-1.138449797897936,-1.1606635181162341,-1.151220361592652,-1.1862397774129332,-1.20285406144145,-1.2450599392038377,-1.3650885147348821,-1.5435175530067409
