pulse_index,pulseSigma_s,attenuation_index,attenuation,ampIf,I1,Q1,P1,I2,Q2,P2,PCorr,STD_I1,STD_Q1,STD_P1,STD_I2,STD_Q2,STD_P2,STD_PCorr
0,2e-08,27,13.37579511253658,0.2149018924912152,-0.0006191970908605571,-0.003884186832288077,0.0011868936272269562,-0.000431533341402976,-0.0034657153047150074,0.0017738041191626213,8.511255802389241e-05,9.458295257633908e-05,9.449830774292316e-05,4.615654809443047e-06,0.00011635635807546287,0.00011551291770143631,6.896250321730353e-06,3.987468558943742e-06
0,2e-08,28,13.731537366031173,0.206278102297791,-0.0009038775989397391,-0.0041588440152843745,0.0011769585325209558,-0.0007926486823380555,-0.0036774217793935355,0.0017682243892922762,8.669859693628078e-05,9.475445675221863e-05,9.330338670612079e-05,4.559704511271741e-06,0.00011638604915306026,0.00011498414910243481,6.862981663751506e-06,3.957306567500461e-06
0,2e-08,29,14.10247404284138,0.19765431210436685,-0.0009350219085941462,-0.004372517657174914,0.0011745204614200234,-0.0006999741101107775,-0.004062093876893403,0.0017697823071604962,8.082323935648286e-05,9.442270087040197e-05,9.328658003714508e-05,4.570864288267309e-06,0.00011577546884267116,0.00011551433187927643,6.8953041812661256e-06,3.955281858511259e-06
0,2e-08,30,14.48996124491643,0.18903052191094266,-0.0009385427391827637,-0.004598066664542309,0.0011665072769773627,-0.0008577193564741906,-0.004360979898889144,0.0017470687136667833,7.580158132493772e-05,9.366850333388481e-05,9.322546269181297e-05,4.54505844893589e-06,0.00011539140446641814,0.00011420844220172423,6.785118899618531e-06,3.929549652196276e-06
0,2e-08,31,14.895545136830066,0.18040673171751848,-0.0011728479247564473,-0.005061800438287786,0.0011592476134424726,-0.0009294745700616398,-0.004599596296789798,0.0017494626065138114,8.011004139241752e-05,9.340621973505439e-05,9.248439632219268e-05,4.516877246426772e-06,0.00011536123637662443,0.0001142474308811339,6.850674239735454e-06,3.901930901478008e-06
0,2e-08,32,15.320999211125994,0.17178294152409435,-0.0010410707172662569,-0.0050170807774921914,0.00115111458635845,-0.0008745213531885296,-0.00481301951151346,0.0017608750204327489,7.321578721974194e-05,9.332971165550342e-05,9.195037132378499e-05,4.480285040119847e-06,0.000115220404464522,0.00011502155949043854,6.832344713035152e-06,3.909131442915725e-06
0,2e-08,33,15.768371159756455,0.16315915133067016,-0.0010720669950818357,-0.0054126921969448296,0.0011516685736956969,-0.000940137870731007,-0.004964448754851302,0.0017533793641207128,6.486895272260322e-05,9.315916133694121e-05,9.182138184512295e-05,4.485155620079378e-06,0.000115417403756995,0.00011421790343522941,6.83646528715612e-06,3.909998525637817e-06
0,2e-08,34,16.240042485361343,0.15453536113724597,-0.001185608066652992,-0.005211205720274217,0.0011442654490891092,-0.0009274746519820357,-0.004853162005064266,0.0017414754649999577,5.783539754313428e-05,9.297227586808854e-05,9.155180716587554e-05,4.483707210981994e-06,0.00011494037229812133,0.00011397805881454561,6.848503552722175e-06,3.889916745423686e-06
0,2e-08,35,16.738805247748466,0.1459115709438218,-0.0011539656417969267,-0.005186581911801646,0.00113639809814364,-0.000881369455845651,-0.0050120408758179726,0.0017208453238266052,5.936773752769907e-05,9.259932845771331e-05,9.130127699678957e-05,4.428174845742506e-06,0.0001141366647166119,0.00011330334708026223,6.764367415884341e-06,3.8458915066605944e-06
0,2e-08,36,17.267962218629172,0.1372877807503976,-0.001042832470298246,-0.005254665953821431,0.0011323991887571302,-0.0007311276308781854,-0.004833700047534131,0.0017312310659385265,5.1820599910024254e-05,9.240919481357521e-05,9.112054568123282e-05,4.422054342070148e-06,0.0001148477067603734,0.00011341873189227938,6.757387236300623e-06,3.847641673070459e-06
0,2e-08,37,17.831459572024187,0.12866399055697347,-0.0010284442853962094,-0.005229881361482743,0.0011340265999099386,-0.0009946024788572343,-0.004928541365380295,0.0017341912154034936,4.947386066177898e-05,9.282494326119428e-05,9.08581169328647e-05,4.456885633437243e-06,0.00011469186809671383,0.00011368238427241951,6.75158703787824e-06,3.857500019813393e-06
0,2e-08,38,18.434065680270777,0.12004020036354929,-0.0010496888537880205,-0.005060867673711809,0.0011303101827352655,-0.0007211065628648921,-0.004569252289623763,0.001725019080235335,4.1155497198751295e-05,9.258360026308611e-05,9.093459019581443e-05,4.391831159858194e-06,0.00011463481419815292,0.00011338446354533509,6.788127907092965e-06,3.855318075164834e-06
0,2e-08,39,19.081616685132005,0.1114164101701251,-0.0009924675350821744,-0.004994797666542622,0.0011246829557816885,-0.0008195695306109596,-0.004621462397472107,0.0017197801234018909,3.88407036036431e-05,9.242657928293997e-05,9.068737800125784e-05,4.374469312957782e-06,0.0001147237846968402,0.00011289839148009369,6.7792551127696305e-06,3.833461925329689e-06
0,2e-08,40,19.781361203450125,0.10279261997670092,-0.001048884287456593,-0.0047908337800741585,0.0011169097025884294,-0.0009431355379182971,-0.004865066213041356,0.0017324721314484347,2.8639093894197537e-05,9.189883101848643e-05,9.072793729056271e-05,4.384316273839783e-06,0.0001146727633651542,0.00011363468454029518,6.804189767058326e-06,3.832382158719242e-06
0,2e-08,41,20.542456441982964,0.09416882978327673,-0.0010273023403215796,-0.0045217246988174566,0.0011084646707989181,-0.0006891578639771199,-0.0045266782550039695,0.0017076118854391037,3.338810663459854e-05,9.14105975142311e-05,9.072547749914202e-05,4.340702406416672e-06,0.00011384597724498663,0.0001130364306904778,6.688832912286468e-06,3.8063690115173042e-06
0,2e-08,42,21.376703280673006,0.0855450395898526,-0.0010469229214934074,-0.004194760175425597,0.0011060932495820582,-0.000633048675538537,-0.004056892142388397,0.0017036800172867456,2.0490787132603928e-05,9.165208999547901e-05,9.051842777940531e-05,4.3461436339685635e-06,0.00011383987284233762,0.00011305437368182622,6.715537061210302e-06,3.8093697544943103e-06
0,2e-08,43,22.299673319899846,0.07692124939642841,-0.0008085938376843441,-0.004089323003967529,0.0011058590749913376,-0.0005334083842371318,-0.003641587320024815,0.0016947023674432555,1.709722220608907e-05,9.165755283574338e-05,9.060401760095825e-05,4.325381923612405e-06,0.00011361136815841018,0.00011290185796419313,6.648168836725011e-06,3.7578136925122105e-06
0,2e-08,44,23.332508965458622,0.06829745920300423,-0.0009181240613518716,-0.003644031507178266,0.0010978667037193897,-0.0007635075756464141,-0.003413285925045496,0.0017070172576734433,2.1850653731631222e-05,9.081454209047875e-05,9.105280763330555e-05,4.298302978480663e-06,0.00011413732198681013,0.00011329162931526315,6.672012910892861e-06,3.792427168487159e-06
0,2e-08,45,24.504945091833235,0.059673669009580044,-0.0006984954044272856,-0.003202747262421873,0.001094984568593376,-0.0007221393272391252,-0.0030227849465508778,0.0017093727030494917,1.2001709751188764e-05,9.092297898235075e-05,9.098598609947123e-05,4.27733244884699e-06,0.00011475079345272075,0.00011300359067444837,6.692252423119251e-06,3.7920911699605376e-06
0,2e-08,46,25.86070560364074,0.05104987881615586,-0.0007430904124678001,-0.0028500239213664624,0.0010982225542182247,-0.0003733477417137056,-0.002725632648114502,0.0017083932447724184,1.2182836846769547e-05,9.096734755409176e-05,9.138593562789721e-05,4.2797626524814795e-06,0.00011427189016287043,0.00011356250210753858,6.714403324074391e-06,3.796152188650603e-06
